name,operator,lat,lon,sources,osm_id,wikidata_id,provider,region_code,facility_type,n_sources,ADMIN,ISO_A3,CONTINENT,SUBREGION,name_normalized,has_operator,in_both_sources,source_category,operator_norm,status,year,coord_confidence,cluster_id,address,source,note,osm_type,merge_status,merge_matched_name,merge_distance_m,confidence,operator_tier,_source_file
Bridge Data Centres facility (Johor),Bridge Data Centres,1.4854,103.7618,MIDA Press Release + 1 sibling(s),,,,,physical_facility,2,Malaysia,MYS,Asia,South-Eastern Asia,bridge data centres facility johor,True,False,MIDA Press Release,Bridge Data Centres,,2026.0,geocoded_with_campus_offset,,Johor,https://www.mida.gov.my/media-release/bridge-data-centres-and-bytedance-celebrate-grand-opening-of-the-first-phase-hyperscale-data-centre-my06-in-johor-malaysia/,"operators=Bridge Data Centres, Bytedance, Google | locations=Johor, Kuala Lumpur, Sedenak | capex=RM70 billion | mw=110MW, 100 MW | published=20 October 2022 | title=Bridge Data Centres And Bytedance Celebrate Grand Opening Of The First Phase Hyperscale Data Centre (My06) In Johor, Malaysia - MIDA | Malaysian Investment Development Authority || co_sources=https://www.mida.gov.my/mida-news/sydney-based-airtrunk-opens-data-centre-in-johor/",,new,,,0.7467,tier1_colo,mida_candidates.csv
Infinaxis facility (Cyberjaya),Infinaxis,2.9188,101.6521,MIDA Press Release + 3 sibling(s),,,,,physical_facility,4,Malaysia,MYS,Asia,South-Eastern Asia,infinaxis facility cyberjaya,True,False,MIDA Press Release,Infinaxis,,2026.0,geocoded_with_campus_offset,,Cyberjaya,https://www.mida.gov.my/media-release/gaw-capital-partners-and-a3-capital-jointly-form-a-jv-platform-with-the-launch-of-the-first-infinaxis-data-centre-in-malaysia/,"operators=Infinaxis, Google | locations=Cyberjaya, Kuala Lumpur | capex=USD1.3 billion, US$33.6 billion, US$4bn | mw=12 MW | published=23 February 2023 | title=Gaw Capital Partners and A3 Capital Jointly Form a JV Platform with the Launch of the first Infinaxis Data Centre in Malaysia - MIDA | Malaysian Investment Development Authority || co_sources=https://www.mida.gov.my/mida-news/google-to-invest-rm9-4-bln-in-malaysia-develop-data-centre-cloud-region/; https://www.mida.gov.my/mida-news/equinix-continues-expansion-plan-unveils-new-data-centre/; https://www.mida.gov.my/mida-news/mah-sing-launches-mah-sing-dc-hub-southville-city-with-bridge-data-centres/",,new,,,0.88,tier2_colo,mida_candidates.csv
AWS facility (Kuala Lumpur),AWS,3.139,101.6869,MIDA Press Release + 3 sibling(s),,,,,physical_facility,7,Malaysia,MYS,Asia,South-Eastern Asia,aws facility kuala lumpur,True,False,MIDA Press Release,AWS,,2027.0,geocoded_with_campus_offset,,Kuala Lumpur,https://www.mida.gov.my/media-release/amazon-web-services-aws-announces-rm25-5-billion-investment-to-launch-an-aws-cloud-computing-infrastructure-in-malaysia/,"operators=AWS, Google | locations=Kuala Lumpur | capex=RM25.5 Billion, RM25.5 Billion, RM25.5 Billion | published=2 March 2023 | title=Amazon Web Services (AWS) Announces RM25.5 Billion Investment to Launch an AWS Cloud Computing Infrastructure In Malaysia - MIDA | Malaysian Investment Development Authority || operators=AWS, Google | locations=Kuala Lumpur | capex=US$8.8 billion, US$8.5 billion, US$17.6 billion | published=2025-01-06 | title=AWS sees strong growth in Asean cloud services market - MIDA | Malaysian Investment Development Authority || co_sources=https://www.mida.gov.my/media-release/mida-applauds-microsofts-establishment-of-cutting-edge-cloud-and-ai-infrastructure-propelling-malaysia-ahead-of-the-curve-in-digital-transformation/; https://www.mida.gov.my/mida-news/mah-sing-partners-bridge-data-centres-to-launch-mah-sing-dc-hubsouthville-city/; https://www.st.gov.my/stakeholders/electricity/list-of-registered-electricity-industry-professionals-and-licensees/list-public-distribution-licensee?page=32",,duplicate_proximity,AWS Asia Pacific (Malaysia),11.1,0.88,hyperscaler,mida_candidates.csv
Google facility (Selangor),Google,3.0738,101.5183,MIDA Press Release + 2 sibling(s),,,,,physical_facility,3,Malaysia,MYS,Asia,South-Eastern Asia,google facility selangor,True,False,MIDA Press Release,Google,,2026.0,geocoded_with_campus_offset,,Selangor,https://www.mida.gov.my/mida-news/googles-malaysia-data-centre-sets-new-standard-for-power-water-usage-efficiency/,"operators=Google | locations=Selangor | capex=RM123.5 billion, US$2 billion, US$3.2 billion | published=2024-10-13 | title=Google’s Malaysia data centre sets new standard for power, water usage efficiency - MIDA | Malaysian Investment Development Authority || co_sources=https://www.st.gov.my/stakeholders/electricity/list-of-registered-electricity-industry-professionals-and-licensees/list-public-distribution-licensee?page=7; https://www.st.gov.my/stakeholders/electricity/list-of-registered-electricity-industry-professionals-and-licensees/list-public-distribution-licensee?page=32",,new,,,0.88,hyperscaler,mida_candidates.csv
